-0.0953, 0.4956, 0.3321, 2.7365, 1.7433, 1.9161
-0.0771, 0.4881, 0.3321, 2.7087, 1.8967, 1.8967
-0.0584, 0.4822, 0.3321, 2.6735, 2.0515, 1.8720
-0.0392, 0.4779, 0.3321, 2.6306, 2.2073, 1.8419
-0.0197, 0.4753, 0.3321, 2.5795, 2.3637, 1.8062
-0.0000, 0.4745, 0.3321, 2.5201, 2.5201, 1.7646
0.0197, 0.4753, 0.3321, 2.4519, 2.6758, 1.7168
0.0392, 0.4779, 0.3321, 2.3748, 2.8301, 1.6628
0.0584, 0.4822, 0.3321, 2.2884, 2.9824, 1.6024
0.0771, 0.4881, 0.3321, 2.1928, 3.1316, 1.5354
0.0953, 0.4956, 0.3321, 2.0877, 3.2771, 1.4618
0.1128, 0.5047, 0.3321, 1.9732, 3.4177, 1.3816
0.1294, 0.5153, 0.3321, -0.9113, -1.7505, -0.6381
0.1450, 0.5272, 0.3321, -0.8301, -1.7801, -0.5812
0.1595, 0.5405, 0.3321, -0.7484, -1.8067, -0.5240
0.1728, 0.5550, 0.3321, -0.6663, -1.8306, -0.4665
0.1847, 0.5706, 0.3321, -0.5838, -1.8515, -0.4088
0.1953, 0.5872, 0.3321, -0.5010, -1.8697, -0.3508
0.2044, 0.6047, 0.3321, -0.4179, -1.8851, -0.2926
0.2119, 0.6229, 0.3321, -0.3346, -1.8976, -0.2343
0.2178, 0.6416, 0.3321, -0.2511, -1.9073, -0.1758
0.2221, 0.6608, 0.3321, -0.1675, -1.9143, -0.1173
0.2247, 0.6803, 0.3321, -0.0838, -1.9185, -0.0587
0.2078, 0.7000, 0.3700, 0.0000, -2.0944, 0.0000
0.2071, 0.7181, 0.3700, -0.1826, 4.1824, -0.1054
0.2047, 0.7361, 0.3700, -0.3642, 4.1632, -0.2103
0.2008, 0.7538, 0.3700, -0.5439, 4.1315, -0.3140
0.1953, 0.7711, 0.3700, -0.7207, 4.0874, -0.4161
0.1884, 0.7878, 0.3700, -0.8938, 4.0315, -0.5160
0.1800, 0.8039, 0.3700, -1.0622, 3.9643, -0.6133
0.1703, 0.8192, 0.3700, -1.2253, 3.8862, -0.7074
0.1592, 0.8336, 0.3700, -1.3824, 3.7980, -0.7981
0.1470, 0.8470, 0.3700, -1.5328, 3.7005, -0.8850
0.1336, 0.8592, 0.3700, -1.6760, 3.5943, -0.9677
0.1192, 0.8703, 0.3700, -1.8117, 3.4803, -1.0460
0.1039, 0.8800, 0.3700, -1.9394, 3.3592, -1.1197
0.0878, 0.8884, 0.3700, -2.0590, 3.2319, -1.1887
0.0711, 0.8953, 0.3700, -2.1701, 3.0993, -1.2529
0.0538, 0.9008, 0.3700, -2.2728, 2.9620, -1.3122
0.0361, 0.9047, 0.3700, -2.3670, 2.8208, -1.3666
0.0181, 0.9071, 0.3700, -2.4526, 2.6765, -1.4160
0.0000, 0.9078, 0.3700, -2.5298, 2.5298, -1.4606
-0.0181, 0.9071, 0.3700, 1.6637, -1.5245, 0.9605
-0.0361, 0.9047, 0.3700, 1.7425, -1.4621, 1.0060
-0.0538, 0.9008, 0.3700, 1.8198, -1.3964, 1.0507
-0.0711, 0.8953, 0.3700, 1.8956, -1.3273, 1.0944
-0.0878, 0.8884, 0.3700, 1.9697, -1.2548, 1.1372
-0.1039, 0.8800, 0.3700, 2.0420, -1.1790, 1.1790
-0.1192, 0.8703, 0.3700, 2.1124, -1.0997, 1.2196
-0.1336, 0.8592, 0.3700, 2.1808, -1.0169, 1.2591
-0.1470, 0.8470, 0.3700, 2.2470, -0.9308, 1.2973
-0.1592, 0.8336, 0.3700, 2.3110, -0.8411, 1.3342
-0.1703, 0.8192, 0.3700, 2.3724, -0.7480, 1.3697
-0.1800, 0.8039, 0.3700, 2.4313, -0.6515, 1.4037
-0.1884, 0.7878, 0.3700, 2.4875, -0.5515, 1.4361
-0.1953, 0.7711, 0.3700, 2.5407, -0.4480, 1.4669
-0.2008, 0.7538, 0.3700, 2.5908, -0.3411, 1.4958
-0.2047, 0.7361, 0.3700, 2.6376, -0.2308, 1.5228
-0.2071, 0.7181, 0.3700, 2.6810, -0.1171, 1.5479
-0.2078, 0.7000, 0.3700, 2.7207, 0.0000, 1.5708
-0.2071, 0.6819, 0.3700, 2.7565, 0.1204, 1.5915
-0.2047, 0.6639, 0.3700, 2.7882, 0.2439, 1.6098
-0.2008, 0.6462, 0.3700, 2.8156, 0.3707, 1.6256
-0.1953, 0.6289, 0.3700, 2.8384, 0.5005, 1.6387
-0.1884, 0.6122, 0.3700, 2.8563, 0.6332, 1.6491
-0.1800, 0.5961, 0.3700, 2.8692, 0.7688, 1.6566
